,kingdom,phylum,class,order,family,scientificname,locality,month,year,taxonkey
101327,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,ASPLENIUM CASTANEUM SCHLTDL. & CHAM.,IGUAQUE,6.0,2005.0,4257400
101339,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,ASPLENIUM AURITUM SW.,IGUAQUE,6.0,2005.0,2650593
101612,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,ASPLENIUM MONANTHES L.,SUMAPAZ,1.0,2006.0,2650637
101863,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,ASPLENIUM SERRA LANGSD. & FISCH.,IGUAQUE,7.0,2006.0,2650635
102022,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,ASPLENIUM SERRA LANGSD. & FISCH.,CHINGAZA,9.0,2008.0,2650635
102089,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,ASPLENIUM CUSPIDATUM LAM.,IGUAQUE,6.0,2005.0,7310919
102103,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,ASPLENIUM CASTANEUM SCHLTDL. & CHAM.,CHINGAZA,1.0,2004.0,4257400
102133,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,ASPLENIUM PRAEMORSUM SW.,TAMA,3.0,1998.0,2650614
102290,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,ARNELLIACEAE,ARNELLIACEAE,IGUAQUE,3.0,1996.0,2291
102350,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,ARNELLIACEAE,ARNELLIACEAE,SUMAPAZ,2.0,2002.0,2291
102708,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,"ARTIBEUS JAMAICENSIS LEACH, 1821",SIERRA NEVADA DE SANTA MARTA,6.0,1995.0,2433272
102777,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,"ARTIBEUS LITURATUS (OLFERS, 1818)",SIERRA NEVADA DE SANTA MARTA,6.0,1995.0,2433270
103098,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,ARCYTOPHYLLUM MUTICUM STANDL.,IGUAQUE,6.0,2005.0,2892794
103127,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,ARCYTOPHYLLUM MUTICUM STANDL.,CHINGAZA,11.0,2002.0,2892794
103130,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,ARCYTOPHYLLUM NITIDUM (KUNTH) SCHLTDL.,IGUAQUE,12.0,2006.0,2892716
103135,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,ARCYTOPHYLLUM NITIDUM (KUNTH) SCHLTDL.,IGUAQUE,6.0,2005.0,2892716
103208,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,ARCHILEJEUNEA LUDOVICIANA (DE NOT.) P.GEISSLER & GRADST.,GUACHAROS,11.0,2005.0,8372834
103318,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,APHANOLEJEUNEA GRACILIS JOVET-AST,IGUAQUE,6.0,2005.0,8012005
103330,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS INCACORRALIS HERZOG,SUMAPAZ,7.0,2002.0,8129276
103353,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS CHRYSODICTYON (HAMPE) MITT.,TAMA,1.0,1999.0,8043779
103363,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS NIVALIS VAR. MULTICAPSULARIS (MA¼LL.HAL.) J.-P.FRAHM,SUMAPAZ,7.0,2002.0,7851038
103433,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,SEMATOPHYLLACEAE,"APTYCHELLA PROLIGERA HERZOG, 1916",GUACHAROS,11.0,2005.0,2680389
103531,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,ARACEAE,ANTHURIUM OXYBELIUM SCHOTT,IGUAQUE,5.0,2007.0,2872506
103554,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,ARACEAE,ANTHURIUM MICROSPADIX SCHOTT,IGUAQUE,6.0,2005.0,2872761
103571,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,ARACEAE,ANTHURIUM OXYBELIUM SCHOTT,CHINGAZA,3.0,2007.0,2872506
103781,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,ARACEAE,ANTHURIUM SCHOTT,IGUAQUE,12.0,2006.0,2872218
104124,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,PLANTAGINACEAE,ARAGOA CUPRESSINA KUNTH,IGUAQUE,11.0,1996.0,3728177
104310,PLANTAE,ANTHOCEROTOPHYTA,ANTHOCEROTOPSIDA,ANTHOCEROTALES,ANTHOCEROTACEAE,ANTHOCEROTACEAE,GUACHAROS,11.0,2005.0,3106
104334,PLANTAE,ANTHOCEROTOPHYTA,ANTHOCEROTOPSIDA,ANTHOCEROTALES,ANTHOCEROTACEAE,ANTHOCEROTACEAE,IGUAQUE,11.0,1996.0,3106
104346,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,ARACEAE,ANTHURIUM BOGOTENSE SCHOTT,IGUAQUE,3.0,1997.0,2872779
104430,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,ANTHOXANTHUM ODORATUM L.,IGUAQUE,4.0,2004.0,2705975
104461,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,ANTHOXANTHUM ODORATUM L.,CHINGAZA,4.0,2003.0,2705975
104536,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,ANOPLOLEJEUNEA CONFERTA (C.F.W.MEISSN. EX SPRENG.) A.EVANS,GUACHAROS,11.0,2005.0,2688860
104589,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,ANOPLOLEJEUNEA CONFERTA (C.F.W.MEISSN. EX SPRENG.) A.EVANS,IGUAQUE,6.0,2005.0,2688860
104604,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,ANOPLOLEJEUNEA CONFERTA (C.F.W.MEISSN. EX SPRENG.) A.EVANS,GUACHAROS,11.0,2005.0,2688860
104634,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,ANOPLOLEJEUNEA CONFERTA (C.F.W.MEISSN. EX SPRENG.) A.EVANS,IGUAQUE,6.0,2005.0,2688860
104672,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,METZGERIALES,ANEURACEAE,ANEURACEAE,TAMA,11.0,1997.0,6125
104878,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,METZGERIALES,ANEURACEAE,ANEURACEAE,IGUAQUE,12.0,2006.0,6125
104937,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,METZGERIALES,ANEURACEAE,ANEURACEAE,TAMA,6.0,1999.0,6125
105038,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,METZGERIALES,ANEURACEAE,ANEURACEAE,IGUAQUE,12.0,2006.0,6125
105086,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,METZGERIALES,ANEURACEAE,ANEURACEAE,TAMA,6.0,1999.0,6125
105106,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,METZGERIALES,ANEURACEAE,ANEURACEAE,IGUAQUE,11.0,1996.0,6125
105447,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,AMBLYSTEGIACEAE,AMBLYSTEGIACEAE,IGUAQUE,6.0,2005.0,4650
105454,PLANTAE,BRYOPHYTA,ANDREAEOPSIDA,ANDREAEALES,ANDREAEACEAE,ANDREAEA HEDW.,IGUAQUE,12.0,2006.0,2673379
106584,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,AGROSTIS PERENNANS TUCKERM.,CHINGAZA,12.0,2002.0,2706477
106587,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,AGROSTIS PERENNANS TUCKERM.,CHINGAZA,11.0,2002.0,2706477
106605,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,AGROSTIS BREVICULMIS HITCHC.,CHINGAZA,11.0,2002.0,2706517
106615,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,AGROSTIS L.,CHINGAZA,4.0,2003.0,2706434
106624,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,AGROSTIS L.,CHINGAZA,12.0,2003.0,2706434
106643,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,AGROSTIS TOLUCENSIS KUNTH,CHINGAZA,4.0,2003.0,4115072
106655,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,AGROSTIS L.,CHINGAZA,11.0,2002.0,2706434
106698,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,AGERATINA ASCLEPIADEA (L.F.) R.M.KING & H.ROB.,IGUAQUE,3.0,1997.0,5400468
106702,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,AGERATINA GRACILIS (KUNTH) R.M.KING & H.ROB.,CHINGAZA,3.0,2004.0,5400407
106716,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,AGROSTIS L.,SUMAPAZ,7.0,2002.0,2706434
106724,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,AGROSTIS L.,CHINGAZA,11.0,2002.0,2706434
106741,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,AGERATINA GYNOXOIDES (WEDD.) R.M.KING & H.ROB.,IGUAQUE,10.0,2002.0,5400729
106744,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,AGERATINA ASCLEPIADEA (L.F.) R.M.KING & H.ROB.,IGUAQUE,11.0,1996.0,5400468
106763,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,AGERATINA GYNOXOIDES (WEDD.) R.M.KING & H.ROB.,CHINGAZA,3.0,2005.0,5400729
106787,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,AGERATINA SPACH,TAMA,8.0,2001.0,7362949
106793,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,AGERATINA SPACH,TAMA,8.0,2001.0,7362949
106821,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,AGERATINA SPACH,IGUAQUE,12.0,2006.0,7362949
106863,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,AGERATINA VACCINIAEFOLIA (BENTH.) R.M.KING & H.ROB.,CHINGAZA,3.0,2005.0,5400656
106924,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ALLOISPERMUM STEYERMARKII H.ROB.,IGUAQUE,6.0,2005.0,3101273
107307,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,GESNERIACEAE,ALLOPLECTUS WEIRII (KUNTZE) WIEHLER,TAMA,11.0,1998.0,5590031
107755,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,HOOKERIACEAE,"ADELOTHECIUM BOGOTENSE MITTEN, 1869",IGUAQUE,3.0,1995.0,2669647
107802,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,HOOKERIACEAE,"ADELOTHECIUM BOGOTENSE MITTEN, 1869",IGUAQUE,6.0,2005.0,2669647
107836,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,HOOKERIACEAE,"ADELOTHECIUM BOGOTENSE MITTEN, 1869",IGUAQUE,6.0,2005.0,2669647
108008,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ACHYROCLINE SATUREIOIDES (LAM.) DC.,IGUAQUE,9.0,2007.0,3139534
108009,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ACHYROCLINE BOGOTENSIS DC.,IGUAQUE,7.0,1998.0,3139539
108010,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,SEMATOPHYLLACEAE,"ACROPORIUM PUNGENS BROTHERUS, 1925",GUACHAROS,11.0,2005.0,2680969
108314,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,ACAULIMALVA PURDIAEI (A.GRAY) KRAPOV.,COCUY,10.0,2000.0,7519667
108320,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ACACIA POLYPHYLLA DC.,SUMAPAZ,11.0,2002.0,2980359
108485,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,SALICACEAE,ABATIA PARVIFLORA RUIZ & PAV.,IGUAQUE,12.0,2006.0,3878235
108739,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES,BEGONIACEAE,BEGONIA FERRUGINEA L.F.,IGUAQUE,5.0,2007.0,8387392
108783,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CORNALES,LOASACEAE,LOASACEAE,IGUAQUE,12.0,2006.0,2379
108789,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES,BEGONIACEAE,BEGONIA FERRUGINEA L.F.,IGUAQUE,3.0,1997.0,8387392
109051,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,PENTAPHYLACACEAE,TERNSTROEMIA MERIDIONALIS MUTIS EX L.FIL.,IGUAQUE,12.0,2006.0,7606963
